ishaan			creator
lucifer			188
a			156
arun			178
ishaan			104
jaat			120
			128
ishaan			68
jh			262
ISHAAN			110
ishaan			96
ishaan			170
			112
i			140
ish			148
			176
			138
			104
anurag			126
